id,name,area,city,latitude,longitude,source,source_license,confidence,last_checked_at,court_type,access_type,price_type,has_lights,dryness_after_rain,slippery_when_wet,rain_playable,surface_type,surface_condition,court_cleanliness,court_space,runoff_safety,peak_times,has_nets,rim_height,rim_type,backboard_condition,rim_condition,hoop_count,opening_hours,evening_access,has_toilets,has_drinking_water,has_parking,has_changing_rooms,good_for_solo,good_for_pickup,good_for_training,beginner_friendly,notes,photo_asset_name,photo_url,osm_type,osm_id,osm_ref,osm_tags_json,import_batch
osm-way-366275871,OSM Basketball Court 366275871,UK,UK,52.4784456,-1.7637783,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/366275871). Name is missing in OSM and should be manually reviewed.,,,way,366275871,way/366275871,"{""@id"":""way/366275871"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-366282338,OSM Basketball Court 366282338,UK,UK,54.0280418,-2.7439061,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/366282338). Name is missing in OSM and should be manually reviewed.,,,way,366282338,way/366282338,"{""@id"":""way/366282338"",""leisure"":""pitch"",""lit"":""no"",""sport"":""tennis;basketball;soccer"",""surface"":""artificial_turf"",""@geometry"":""center""}",2026-05-12
osm-way-366326212,Waterbeach Basketball Court,UK,UK,52.2647210,0.1903042,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/366326212).,,,way,366326212,way/366326212,"{""@id"":""way/366326212"",""hoops"":""2"",""leisure"":""pitch"",""name"":""Waterbeach Basketball Court"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-366743239,OSM Basketball Court 366743239,UK,UK,51.4683791,-2.5755830,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/366743239). Name is missing in OSM and should be manually reviewed.,,,way,366743239,way/366743239,"{""@id"":""way/366743239"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-366865928,OSM Basketball Court 366865928,UK,UK,52.3625002,-1.2922379,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/366865928). Name is missing in OSM and should be manually reviewed.,,,way,366865928,way/366865928,"{""@id"":""way/366865928"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-367621561,OSM Basketball Court 367621561,UK,UK,53.3510689,-1.5300040,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,concrete,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/367621561). Name is missing in OSM and should be manually reviewed.,,,way,367621561,way/367621561,"{""@id"":""way/367621561"",""leisure"":""pitch"",""lit"":""no"",""sport"":""tennis;basketball"",""surface"":""concrete"",""@geometry"":""center""}",2026-05-12
osm-way-367959884,OSM Basketball Court 367959884,UK,UK,50.9793014,-3.1758309,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,1,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/367959884). Name is missing in OSM and should be manually reviewed.,,,way,367959884,way/367959884,"{""@id"":""way/367959884"",""hoops"":""1"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-368313470,OSM Basketball Court 368313470,UK,UK,51.8575812,0.9572307,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/368313470). Name is missing in OSM and should be manually reviewed.,,,way,368313470,way/368313470,"{""@id"":""way/368313470"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-368354758,OSM Basketball Court 368354758,UK,UK,53.4107511,-2.9314650,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/368354758). Name is missing in OSM and should be manually reviewed.,,,way,368354758,way/368354758,"{""@id"":""way/368354758"",""leisure"":""pitch"",""lit"":""no"",""sport"":""soccer;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-368491839,OSM Basketball Court 368491839,UK,UK,53.3897216,-2.2485763,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/368491839). Name is missing in OSM and should be manually reviewed.,,,way,368491839,way/368491839,"{""@id"":""way/368491839"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-368754461,OSM Basketball Court 368754461,UK,UK,51.5286552,-0.2091020,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/368754461). Name is missing in OSM and should be manually reviewed.,,,way,368754461,way/368754461,"{""@id"":""way/368754461"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-369417087,OSM Basketball Court 369417087,UK,UK,53.2662845,-4.5986784,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,concrete,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/369417087). Name is missing in OSM and should be manually reviewed.,,,way,369417087,way/369417087,"{""@id"":""way/369417087"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""concrete"",""@geometry"":""center""}",2026-05-12
osm-way-370177495,OSM Basketball Court 370177495,UK,UK,53.0820102,-2.2478657,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/370177495). Name is missing in OSM and should be manually reviewed.,,,way,370177495,way/370177495,"{""@id"":""way/370177495"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-371250960,OSM Basketball Court 371250960,UK,UK,51.3229029,-2.3771957,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/371250960). Name is missing in OSM and should be manually reviewed.,,,way,371250960,way/371250960,"{""@id"":""way/371250960"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-371634785,OSM Basketball Court 371634785,UK,UK,55.8373900,-3.0497365,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/371634785). Name is missing in OSM and should be manually reviewed.,,,way,371634785,way/371634785,"{""@id"":""way/371634785"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-371724983,OSM Basketball Court 371724983,UK,UK,51.7996818,-0.6585391,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/371724983). Name is missing in OSM and should be manually reviewed.,,,way,371724983,way/371724983,"{""@id"":""way/371724983"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""basketball;soccer"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-372021381,OSM Basketball Court 372021381,UK,UK,54.5148698,-6.0418768,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/372021381). Name is missing in OSM and should be manually reviewed.,,,way,372021381,way/372021381,"{""@id"":""way/372021381"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-372263289,OSM Basketball Court 372263289,UK,UK,51.4831291,-0.0267053,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/372263289). Name is missing in OSM and should be manually reviewed.,,,way,372263289,way/372263289,"{""@id"":""way/372263289"",""check_date:surface"":""2026-05-10"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""basketball;soccer"",""surface"":""paved"",""@geometry"":""center""}",2026-05-12
osm-way-372305895,OSM Basketball Court 372305895,UK,UK,50.7253211,-1.9821794,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/372305895). Name is missing in OSM and should be manually reviewed.,,,way,372305895,way/372305895,"{""@id"":""way/372305895"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-372398428,OSM Basketball Court 372398428,UK,UK,51.5017027,-3.6035100,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/372398428). Name is missing in OSM and should be manually reviewed.,,,way,372398428,way/372398428,"{""@id"":""way/372398428"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-372488498,OSM Basketball Court 372488498,UK,UK,54.7858559,-1.5237264,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/372488498). Name is missing in OSM and should be manually reviewed.,,,way,372488498,way/372488498,"{""@id"":""way/372488498"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-373060649,OSM Basketball Court 373060649,UK,UK,51.0348834,-3.0860917,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/373060649). Name is missing in OSM and should be manually reviewed.,,,way,373060649,way/373060649,"{""@id"":""way/373060649"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-373469015,OSM Basketball Court 373469015,UK,UK,52.9075957,-1.5492789,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/373469015). Name is missing in OSM and should be manually reviewed.,,,way,373469015,way/373469015,"{""@id"":""way/373469015"",""leisure"":""pitch"",""sport"":""basketball;soccer"",""wheelchair"":""yes"",""@geometry"":""center""}",2026-05-12
osm-way-373830337,OSM Basketball Court 373830337,UK,UK,51.3320530,-2.5993829,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/373830337). Name is missing in OSM and should be manually reviewed.,,,way,373830337,way/373830337,"{""@id"":""way/373830337"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-373830338,OSM Basketball Court 373830338,UK,UK,51.3322340,-2.5995567,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/373830338). Name is missing in OSM and should be manually reviewed.,,,way,373830338,way/373830338,"{""@id"":""way/373830338"",""leisure"":""pitch"",""sport"":""basketball"",""surface"":""paved"",""@geometry"":""center""}",2026-05-12
osm-way-374720093,OSM Basketball Court 374720093,UK,UK,52.4944130,-1.7615129,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/374720093). Name is missing in OSM and should be manually reviewed. OSM source tag: Warwicks Aerial Imagery OGLv2.,,,way,374720093,way/374720093,"{""@id"":""way/374720093"",""leisure"":""pitch"",""source"":""Warwicks Aerial Imagery OGLv2"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-375671420,OSM Basketball Court 375671420,UK,UK,53.2866311,-3.8342813,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/375671420). Name is missing in OSM and should be manually reviewed.,,,way,375671420,way/375671420,"{""@id"":""way/375671420"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-375769376,OSM Basketball Court 375769376,UK,UK,53.2270702,-2.9569693,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/375769376). Name is missing in OSM and should be manually reviewed.,,,way,375769376,way/375769376,"{""@id"":""way/375769376"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-376010131,OSM Basketball Court 376010131,UK,UK,53.2880180,-3.8429127,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376010131). Name is missing in OSM and should be manually reviewed.,,,way,376010131,way/376010131,"{""@id"":""way/376010131"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-376026662,OSM Basketball Court 376026662,UK,UK,53.8130573,-1.7755286,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376026662). Name is missing in OSM and should be manually reviewed. OSM source tag: bing.,,,way,376026662,way/376026662,"{""@id"":""way/376026662"",""leisure"":""pitch"",""lit"":""no"",""source"":""bing"",""sport"":""netball;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-376026665,OSM Basketball Court 376026665,UK,UK,53.8129244,-1.7753444,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376026665). Name is missing in OSM and should be manually reviewed. OSM source tag: bing.,,,way,376026665,way/376026665,"{""@id"":""way/376026665"",""leisure"":""pitch"",""lit"":""no"",""source"":""bing"",""sport"":""netball;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-376026666,OSM Basketball Court 376026666,UK,UK,53.8127962,-1.7751604,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376026666). Name is missing in OSM and should be manually reviewed. OSM source tag: bing.,,,way,376026666,way/376026666,"{""@id"":""way/376026666"",""leisure"":""pitch"",""lit"":""no"",""source"":""bing"",""sport"":""netball;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-376157090,OSM Basketball Court 376157090,UK,UK,53.2863816,-3.8372136,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376157090). Name is missing in OSM and should be manually reviewed.,,,way,376157090,way/376157090,"{""@id"":""way/376157090"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-376157091,OSM Basketball Court 376157091,UK,UK,53.2863674,-3.8369549,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376157091). Name is missing in OSM and should be manually reviewed.,,,way,376157091,way/376157091,"{""@id"":""way/376157091"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-376744333,Basketball court / Badminton Court/ Table Tennis,UK,UK,52.6224537,1.2207422,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376744333).,,,way,376744333,way/376744333,"{""@id"":""way/376744333"",""leisure"":""pitch"",""name"":""Basketball court / Badminton Court/ Table Tennis"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-376894347,OSM Basketball Court 376894347,UK,UK,50.7314930,-3.5570815,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/376894347). Name is missing in OSM and should be manually reviewed.,,,way,376894347,way/376894347,"{""@id"":""way/376894347"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-377064440,OSM Basketball Court 377064440,UK,UK,51.4168229,-2.2550329,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377064440). Name is missing in OSM and should be manually reviewed.,,,way,377064440,way/377064440,"{""@id"":""way/377064440"",""leisure"":""pitch"",""lit"":""no"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-377181963,OSM Basketball Court 377181963,UK,UK,52.1205299,-1.7591130,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377181963). Name is missing in OSM and should be manually reviewed.,,,way,377181963,way/377181963,"{""@id"":""way/377181963"",""hoops"":""2"",""leisure"":""pitch"",""sport"":""basketball;soccer"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-377218892,Ladygrove Courts,UK,UK,51.6130118,-1.2395339,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,public,unknown,no,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,2,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377218892).,,,way,377218892,way/377218892,"{""@id"":""way/377218892"",""access"":""yes"",""barrier"":""fence"",""goals"":""2"",""hoops"":""2"",""leisure"":""pitch"",""lit"":""no"",""name"":""Ladygrove Courts"",""sport"":""soccer;basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
osm-way-377436363,OSM Basketball Court 377436363,UK,UK,51.2399233,-1.6698637,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377436363). Name is missing in OSM and should be manually reviewed.,,,way,377436363,way/377436363,"{""@id"":""way/377436363"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-377726076,OSM Basketball Court 377726076,UK,UK,53.7969549,-2.9950395,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377726076). Name is missing in OSM and should be manually reviewed.,,,way,377726076,way/377726076,"{""@id"":""way/377726076"",""leisure"":""pitch"",""sport"":""basketball"",""@geometry"":""center""}",2026-05-12
osm-way-377765867,OSM Basketball Court 377765867,UK,UK,51.5662015,-0.0924339,openStreetMap,ODbL - OpenStreetMap contributors,imported,Imported 2026-05-12,outdoor,unknown,unknown,yes,unknown,unknown,unknown,asphalt,unknown,unknown,unknown,unknown,{unknown},unknown,unknown,unknown,unknown,unknown,,Access not confirmed,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,Imported from OpenStreetMap (way/377765867). Name is missing in OSM and should be manually reviewed.,,,way,377765867,way/377765867,"{""@id"":""way/377765867"",""leisure"":""pitch"",""lit"":""yes"",""sport"":""basketball"",""surface"":""asphalt"",""@geometry"":""center""}",2026-05-12
